employee_id,username,password,email,isAdmin,department,team,timeSpent,gender
57,Fletcherrobert,6557cf7755a4e8fb45d420570381f6058500faf6e6e7a2d5bb2f3f5e28b32d54,bakertara@example.com,False,Cybersecurity,Data Analytics Team,70890,Female
58,Melissa65,ede76b9039accad7e112d0b87f5198dcfdae0d218d7db86f0e1f1a0c314edea5,bdavidson@example.org,False,Cloud Services,Infrastructure Team,28136,Female
59,Kaylagarcia,b9a6fad46642b72e52397678ba4628a724c84ffd7ef5e1c6909f9baf688118f1,davidwade@example.com,False,Software Development,Devops Team,37857,Female
60,Jennifersmith,bb5054517a608d51c00ea6e2d212ee5a641350c5e6f14ea85305125040bf1a17,nelsontimothy@example.net,False,It Support,Data Analytics Team,93492,Male
61,Daniellejohnson,fc2e5742412ab971400e5139ba552521f98824a5e18f6c8b451a11e5e92c0e33,weavermary@example.org,False,Network Administration,Infrastructure Team,36679,Male
62,Obrown,bec3964e6453aa31edfa53d3213e211309b0dca8541e3f93f4cc830ffcc19d75,elizabeth05@example.com,False,Cybersecurity,User Experience (Ux) Team,4975,Female
63,Jacksonjames,7d97e2aba823c497de2a041d0595014bec9540da226bcdd74958c02229b96b58,eterrell@example.org,False,It Support,Data Analytics Team,49876,Male
64,Thompsonheidi,384c3c774a8f142bd394b8433c185ac0fa440b13a3a3bd9bae92a0e88621016a,tammy67@example.org,False,It Support,Devops Team,35480,Male
65,Gabriel66,e1b913ecb4c1b5ef02e1a6dfc72b83d9915e9269f53baa9c0b8ebbac1986b7b7,peggy95@example.com,False,Software Development,Quality Assurance (Qa) Team,13678,Male
66,Manningtonya,0edc005452143a65f1b703f65e3756ca542f4b0614d7a16672f1f40782c95780,davidgould@example.net,False,It Support,Data Analytics Team,89601,Female
67,Randolphjohn,54a0222a1724e5fcb9e379da7cc6101626ebffd04f3c5b3c30b348dafe0de6c2,wagnermaria@example.com,False,Cloud Services,User Experience (Ux) Team,53286,Female
68,Rebeccalove,c22086b0376f0f2276ff05a04c62ba988da2bf1cce80f01d58aea593b7dd0caf,sharon67@example.com,False,Cloud Services,User Experience (Ux) Team,60745,Male
69,Karenbrown,01418c8b4d45f0aa0fe6d6994f38cf3153e9d7febab22fd7fd0b9ab46813fb5e,dunlapalexandra@example.net,True,Network Administration,Infrastructure Team,51623,Male
70,Tlewis,dee7c88982883459ed0d19a12c000ef07877b6302c5fb73a96fecd833c24ad31,fdaniels@example.org,False,Data Management,Infrastructure Team,76705,Female
71,Isaac52,8a91acafd58a0d740507754bf26a99b3f9c22fa52ec5f61af4fad136c97e06db,nicole16@example.com,False,Data Management,Devops Team,56708,Female
72,Gregoryfoster,f45d8dc4858e54a8352731df8d189495efb8259868dbd782cfbf0962c7ebd2b5,gomezmichael@example.net,False,Software Development,Infrastructure Team,4820,Male
73,Zrice,9e2c1f71e06615c1f6e72b52192b91d1df0f6ef2397e8d5caf1c30154ab864e6,fernandezaimee@example.net,False,It Support,Quality Assurance (Qa) Team,40776,Male
74,Kingluke,b45bba28f756b6c7d0dd549ae6c224e743f53fc719879d0dfb470b5a5e4f5df1,wheelerashley@example.net,False,Network Administration,Quality Assurance (Qa) Team,82621,Female
75,Joseph21,6d1e14761f8871d5f78f84293fce62d8283ef91644eaebf4baa5052a8523ee06,prattkaren@example.org,False,Cloud Services,Data Analytics Team,30918,Female
76,Brooke83,ef51c0b65ed2d8bd8605699c848b6ab106af14254b28a27e927c8bca8d3b37a0,crystalmiller@example.net,False,Cloud Services,Devops Team,47291,Male
77,Joseph98,8e7eb4c211617aa492b43a031e5f70e898d673f1e9f3c658617527cfd825d0c0,allenparker@example.com,False,Network Administration,User Experience (Ux) Team,16514,Female
78,Melissa99,e9c661df67eb4b497b2ee999cfaba2d674597970837c2475c6ccc639a336d101,carol21@example.net,False,Software Development,Technical Support Team,53298,Male
79,Nbaker,d6f10deae1437703cd23691236b64bfa4bf1897e8754164167b3d6dd89cf3bed,lfields@example.net,False,It Support,Quality Assurance (Qa) Team,25567,Male
80,Rmiller,3131a7e4dc09db40aa150828db54fd7731193a75e0abc1f5175889670032b94a,elizabeth47@example.com,False,Cybersecurity,Data Analytics Team,94934,Female
81,Mikeclark,11f1a1c4eb994d771339938cf6cec83572efe2add568dc3d6663ce4c892635c4,sarahlowe@example.net,False,Cloud Services,Quality Assurance (Qa) Team,78212,Female
82,Jennifervasquez,435fcd585f370e5dadeaaa46bcc1def261152f47d8a4ac634d7e4d0b2a476bdf,efox@example.com,False,Cloud Services,Technical Support Team,33837,Female
83,Hartmanjeremy,9e4561e42b8aaccff74ef89479b2fd1841897cff6d7ba42376fb2404102d2eb4,sking@example.com,False,Cybersecurity,Quality Assurance (Qa) Team,732,Male
84,Lewislaurie,5114d0243ed2a0e02031e5168ba03a6aa19f18f4f7c55396095f50a57d618cf7,davidcastillo@example.org,False,It Support,Quality Assurance (Qa) Team,42190,Female
85,Kimberly36,ea46ed5d7ff3735d554027a875379ab8a16a1a1e4c8dcc1f09e7676d12488d01,norrishaley@example.net,False,Cloud Services,Infrastructure Team,62947,Male
86,Careydaniel,8a97969bd505a7f97cbc7e7d8a3b0fb72a772df6561b8b797fa86b88c6fddbda,christopher11@example.net,False,Cybersecurity,Data Analytics Team,83334,Female
87,Lewisjohn,c02092d1e85f800f277082750de7e9e92a4845df346b54852c2789dcc8800cc6,brent85@example.net,False,Cloud Services,Quality Assurance (Qa) Team,92801,Female
88,Jared70,ccc9be6fab33b4ae160cb5188d073424413c7cd6ec27f808bb685f398942bc34,lwatson@example.com,False,Cloud Services,Technical Support Team,50142,Male
89,Hbender,325d220b8941353ecbb1edc1797ffe06744c3e38de0f211c4622876b05c77f2f,sandrathomas@example.org,True,Data Management,Infrastructure Team,65512,Male
90,Olsonrachel,f8eae452e04836d7970653db9afd4915f289034aefe727d2919ed30aacb4d828,brianwebb@example.org,False,Cloud Services,Infrastructure Team,2791,Female
91,Camachokurt,6574e88f62692210594b20a9d2212d1c767c6f11fee3e9cdf5f8f8c2a8287b6f,wanda99@example.net,False,Software Development,User Experience (Ux) Team,34408,Female
92,Kgardner,15f5d17f599c4fd494d2a170286f5c41408eaa8d68610aa98d9802e8a7e2c544,hcallahan@example.net,False,Cloud Services,User Experience (Ux) Team,67173,Male
93,Jefferymontgomery,f2bb1bde27481b2cf971a6cdcdb4533ba03d033152a6c1e66dd33130628337a2,ayalaeric@example.com,False,It Support,Devops Team,2256,Female
94,Kristen95,93f640d0f21b36c38c6ab732cad3c7f9449d1f9d19ebe7cba671ebcbfc82a45a,lgarcia@example.net,False,It Support,Data Analytics Team,9313,Male
95,Richardlarsen,78c920fd43b854f33e8a9ff3aeccb7d5df21988f460e2f6036086f2a5c4af2c5,hensleyjustin@example.net,False,Network Administration,Data Analytics Team,7719,Male
96,Henry54,99c6d1992d1e7a2db1cf93d25fa557fb8ef9a8420a05fb1569d29e5b53f0440a,cunninghamronald@example.com,False,Software Development,Data Analytics Team,5969,Female
97,Rachaelmcfarland,80ad7110e99b2dd8b98a5446fef463ffa147181fba7493e7e2faeaafe8c7f604,dlucas@example.org,False,Data Management,User Experience (Ux) Team,99538,Female
98,Sperez,bafeca7f038b84fbc54ab7c9bc68fb614eb4e4276b6ad3e134bde29073f458e1,zgray@example.org,True,Software Development,Data Analytics Team,27337,Male
99,Shortteresa,3e8ebac0a38ac4e0c89adfaae93e45576bbb2a8ad02d4eebc9da20511ccae6c1,michaelknight@example.org,False,It Support,Technical Support Team,9604,Male
100,Carlshepard,24dd8d9aaf9734b8e2c6196be73b93c2bf77822ab6f699c23edf1ba93e7444aa,jonathan13@example.org,False,Software Development,Technical Support Team,93889,Male
101,Martinsamantha,97af027980bd09f0fc2753eb41274662a37698e3716bcb01e5eb8113a66fb214,martinkevin@example.com,False,Cybersecurity,Quality Assurance (Qa) Team,19897,Female
102,Laurathompson,3a4ee0406fca99ec74ea55f347a6a8072a846c9cbf7a09aeb32e25587d42c07e,catherine56@example.com,False,Data Management,Technical Support Team,92259,Female
103,Stokesmichael,79a88da6568e33bbe6383a9e426ef9f6e10fa973a35810178ff3b02ea05e2343,alexandernelson@example.org,False,Cybersecurity,Infrastructure Team,49902,Female
104,Crawfordebony,ef2bafc8f3628a500c04dfd15f7642391f11482120cee6fa9a8c67de12014d4d,rbrandt@example.com,False,Data Management,User Experience (Ux) Team,59300,Female
105,Hwu,1c4057fa82f6ff4046e7be039d65f0d274ad55de8d3516b0b676980009eebe41,xdean@example.org,False,Cybersecurity,Data Analytics Team,80453,Male
106,Ymiller,306b5cfb427d164b3dc2b9d4281665ab9b58e8c644d4e6317b5c5e86ec2620af,lthompson@example.org,False,Data Management,Infrastructure Team,27392,Male
107,Jennifer53,6c671a239d2be1797a699869d92ab3e11b42c45d35a749d401d5de26d4b571ba,matthewscott@example.org,False,It Support,Quality Assurance (Qa) Team,65130,Female
108,George96,5a79d38550f923378ee8a0e91a4ab72f21e16b802c66348fc726662f7aaf74bd,spencerchristopher@example.com,False,Software Development,Technical Support Team,26996,Female
109,Uwoods,53316ba631d0b3a57201de11cd2ec7767b23db6b8e39ba6d111c539e48909f4d,michaelgreen@example.org,False,Network Administration,Data Analytics Team,4918,Female
110,Lcisneros,ec2188c606afad65b356fe3596c15a90733fda3b95312231bc7c22b05ccf1adc,shari28@example.org,False,Data Management,Data Analytics Team,81328,Female
111,Thomas11,17233abcc831203ccc25da4956a6d43d3e55ff40b8bfb9d273ada339ff3f8d71,benjamin59@example.org,False,Network Administration,Devops Team,20317,Male
112,Woodsjessica,95aa298e26be503aabeeab1497bf18bbaeb16f3f50af7e00540842f9db0f6380,jklein@example.org,False,It Support,Data Analytics Team,56969,Female
113,Shelbyrichardson,58d6a23aab5c54f5f87eba0ddd99caaf0cde6c23b68bd1590997f13906202923,lindsey69@example.org,False,Software Development,Technical Support Team,70057,Female
114,Michellecraig,418252e4af7bbb0ab5eadccf9d6415edbb72780d9a3d6f0d7c2c3efb7ea45d4e,petersenmarisa@example.net,False,It Support,Devops Team,55072,Male
115,Pschneider,a54f707461c2287c9a5b28405d7928aed573bb493f34885fdd98cd0ea95000dd,downspeggy@example.com,False,Data Management,Data Analytics Team,81239,Male
116,Briannaperkins,f6e4d2275ca18bb6d6bcc6d63ce71473d29e60c068d476813f08dc37fd9245be,logan26@example.org,False,Network Administration,Quality Assurance (Qa) Team,66833,Female
117,Vsmith,49a40256800f4a43a616db6e4f9fa834da40e62f2554d50950f42e0b3283c795,drakechristopher@example.com,True,Cloud Services,Infrastructure Team,72128,Male
118,Oliverbrian,baed0827738f991527f58243e6cb3ce8cf673cc1814c34331caae0a355db67f9,justincurtis@example.com,False,Cloud Services,Quality Assurance (Qa) Team,8938,Male
119,John24,492cd945ee2d17b543a2d9ca58d6409a775982aa11c55c7b9f2064a60a4816a9,dawnschultz@example.com,False,Cloud Services,Infrastructure Team,13298,Male
120,Nashkaren,728f84397bdc1d73f76c92e34e92d7b0b60bacccedba6185af112eda25ad7bbd,cassandrayoung@example.org,True,It Support,Devops Team,17617,Male
121,Trandavid,63a208d17a9e4ec3cc949ebd84c0c19b0c7dbb3e8218c145af5d3afed6205580,barry76@example.com,False,Cybersecurity,Infrastructure Team,27552,Female
122,Dakota28,e840e7a5d5cbdc4369b193cf1b6331a81cc6e72947fa5f44e5fca8513520d5bc,michael98@example.org,False,Data Management,Data Analytics Team,55499,Female
123,Anthonyschneider,b2f2395bfed366369db7fb25d7c2c6130426c4e26a94545299f08cbfc4dba840,carl58@example.com,False,It Support,Devops Team,13858,Female
124,Lwalker,738b0366d2529c50c2e50129faca3a8bb990834fe19f2e831a102b9f0a2b24b8,bestdaniel@example.net,False,Software Development,Data Analytics Team,18934,Male
125,Lopezpatrick,074ea416444027cdcded2336466aabdcce8b3e07b944544ff21087e6a823ff3b,kevin82@example.net,False,Software Development,Technical Support Team,38803,Male
126,Pharris,bec984a664b7dd664541689601fd409430b1139f352c1ff7ec798c8bd865edf4,mallen@example.net,False,Software Development,Quality Assurance (Qa) Team,3864,Male
127,Christina22,a62051c04b794aabd253ec3dc68d96baecb6126cb799469c6957ef3e1865264b,deborah63@example.net,False,Network Administration,User Experience (Ux) Team,54865,Female
128,Erinlara,d6a283544e386cb38d01b5ed84308a98d5fef64a40ff5ca689bf18052f8afcfe,laurarivera@example.org,True,Software Development,Quality Assurance (Qa) Team,46903,Male
129,Michaelhebert,612415d9d2a706f67e674232b135834d26dd4085c04da1615c135da662243d0a,elizabeth85@example.org,True,Cybersecurity,User Experience (Ux) Team,24318,Male
130,Kerrjared,9fd5454bc4d09a3327a9b4a20ccee19c631996e9d3ec9485264d1b65d5faebc1,jacksonhelen@example.net,False,Software Development,User Experience (Ux) Team,13006,Male
131,Lcampos,59d58d6438aad419429c9598c3ac3d11a8d9ff5828a723ebda469b69672fcf61,moranariel@example.com,False,Cloud Services,User Experience (Ux) Team,11385,Male
132,Nicholetorres,f3a029b97cc1811172fb9de588f00dec0618c88e1a5e66ea8cc1e2fb79f84648,karen23@example.org,False,Data Management,Quality Assurance (Qa) Team,56205,Male
133,Dwilson,5a1a61d784be96246a8e3863e1ef54a446b86a0b080542003554696215d81376,wwelch@example.com,False,Cloud Services,User Experience (Ux) Team,91255,Female
134,Whitneyjuarez,9ae76746df0205889051ac66f7a1a504a3e9e636de9511b16c66401b1f865dd8,zacharymcgee@example.net,False,Cloud Services,Infrastructure Team,14237,Male
135,Molly71,f7577accc348b8a4a305ed7fb6994bf5be36d3c5151f6da45c8087e43b17824f,scottjennifer@example.com,False,Network Administration,Infrastructure Team,43727,Female
136,Smyers,580bb463b9d26c48392859d053bb61fb2cf8e50df9d0f1f46918f40765d43812,nlee@example.com,False,Cybersecurity,Data Analytics Team,43440,Male
137,Lynchcorey,7faa79a73fdb6e62112b0b5641e8934b07eea3995ad31ea6bfa211e33ec42766,stephanieolson@example.com,False,Data Management,Infrastructure Team,96079,Male
138,Silvagary,6aa56228ef6f24db7dfccbb28027382ba8ca17cbaf911ad82c7d575b53020726,kaylasandoval@example.com,False,Cybersecurity,User Experience (Ux) Team,76036,Female
139,Ohernandez,41fcb2b9c50947ffdb86a45841458b48e555e0622bdcff4a93a6d00aef372a9e,lesliebryan@example.com,True,Data Management,Quality Assurance (Qa) Team,67628,Female
140,Michellewalker,0ef91efba5b5da27884950d1a5b021faccb0f378e29015aca648b3a3deb14812,thomas67@example.net,False,Data Management,Data Analytics Team,47888,Female
141,Vincenttheresa,d152c50a9dc0aeee4d7df9b08701d8046cb1f57ba3b59ea940feca20e1efb273,brianaharvey@example.net,False,Software Development,Data Analytics Team,53733,Female
142,Valeriesalazar,e4b53dfcc6cea7e81c5a61eb755cb0bddde03127d989317c52e2d4b733db9f7c,sarah85@example.net,False,Cloud Services,Technical Support Team,48391,Male
143,Barbara60,0619838bdc8a0b08f95402274e1026877466951402f2ebaa7b31428ae3d19595,schneiderbenjamin@example.net,False,It Support,Devops Team,10620,Female
144,Fuentesdavid,f3dfbf6dee7f7acd51ecad58e2c19d39cd736c47e13f4844130c587669e594f8,millercarol@example.com,False,Cybersecurity,Devops Team,73876,Female
145,Stephen73,0197fd301a5a8fce3c2496a3138424139794815b9e1568675041c051cea7dce4,michael41@example.com,False,It Support,Technical Support Team,39155,Male
146,Bgalvan,a1d164c8304969081115f53d386d41ae759da1e538a4c602bf678aa84027672e,lisa82@example.net,False,Software Development,Technical Support Team,75057,Male
147,Michelealexander,0408ab5fbc36ab71397bbf37a4ebaa4f53b04f74bb229a9017c803976eb76768,alejandrali@example.net,False,Data Management,Infrastructure Team,13862,Female
148,Hicksdillon,852e52743f7ea2f09279d2b2b7d43ecb3d90b13891354233d75d2d38420a0f79,lewisalicia@example.com,False,Data Management,Infrastructure Team,70144,Female
149,Kingpatricia,180b17f12311a70c969e6c79207cc1e5ba910c321f8ef254c98ab608289b24d0,cooperjohnny@example.net,False,Cloud Services,Infrastructure Team,39124,Female
150,Ukim,6f54b30c28bb22ce27558d2797a1f54825e54123dfb4d87522c753f309b28fb1,penny03@example.net,False,Data Management,Quality Assurance (Qa) Team,65410,Female
151,Bcarson,1dfeba759a6330b951ebb38b097f496a2ef6ab3fade9ce403191bd71cc02a0de,erika75@example.org,False,Network Administration,Devops Team,55628,Female
152,Alvin43,4ce8303258adb6874f5679f10c046ca8bf901ecc9fc9edf9c3a016287daf1838,michael32@example.org,False,It Support,User Experience (Ux) Team,89594,Male
153,Patrick63,b7865fb16fa8cae26af2056a2f19f29810e518179873160e58f960dd5d16ebeb,nathansolis@example.net,False,Data Management,Technical Support Team,74528,Female
154,Tlynn,c37a6dbf36d1b4c4010adacb46d8586fa95373cee60037c0a3a27ceeff39bc37,stantonstephanie@example.com,True,Software Development,Infrastructure Team,87313,Female
155,Catherinelopez,7e5716d0f496477c9f75b4956cc828ec8c53305bfefd3c221bba56f8789b4874,mmendoza@example.net,False,Cybersecurity,Infrastructure Team,87293,Female
156,Andersonwilliam,adaa0a0cb044edf1095990acdef6bde8e7f5975643034128ce269ece616bedff,johnmiller@example.org,False,Data Management,Technical Support Team,72058,Male
157,Caitlinmadden,bfa7b0b61ed20e9579dc3351ca4ee517d056069f174b3b28ad9d0ff2344fec8c,gtaylor@example.org,False,It Support,Quality Assurance (Qa) Team,34278,Female
158,Deborahvazquez,145e3717c40f286bea9041b70719a59989c615e352b47a8cc289ee134c2f9f6a,jamiechang@example.org,False,Network Administration,Devops Team,21676,Male
159,Josephkoch,85452a455202520fc68835cae726c1a8e16133f1f5216e4d20a4fd7a4c6df78d,martinezmatthew@example.net,False,Network Administration,Technical Support Team,69866,Male
160,Garnermary,ba842079425770d343385bc45d9f77ccdbce2715726dc6c405be56fc0c1788f5,laratimothy@example.org,False,Data Management,Data Analytics Team,9778,Female
161,Donna84,843b3f02925c9ac1447af3e32b0a440dc960bb8bc1644e3d462dba0def014c05,william80@example.org,False,Cloud Services,Infrastructure Team,64225,Male
162,Williamharris,10ae67137c766aaf6c699b403d2f90b3805447c222c073b833d0170d1ab5c899,collingonzalez@example.com,False,Software Development,Technical Support Team,25485,Female
163,Jordanvincent,dc7aa989524b41e44ac80acf46d2882810b031f305be438925ff3c491e2e5c5c,timothyhinton@example.com,False,Software Development,Infrastructure Team,7178,Male
